Verbatim,country,Disease,Test,Diagnosed,Treatment,Emotional words,Anger ,Rage ,Mad ,Irritated,Disgust,Nausea ,Sickened ,Revulsion ,Fear ,Terror ,Scared ,Panic ,Anxiety ,Dread ,Nervous ,Worry ,Sad ,Grief ,Lonely ,Empty ,Desire ,Wanting ,Craving ,Longing ,Relaxation ,Easygoing ,Chilled out ,Calm ,Happy ,Satisfaction ,Enjoyment ,Liking ,Sentiment,Optimism_effect,Negativity_bias,Projection_bias,Pessimism_bias,Survivorship_bias,Hindsight_bias,Framing_effect,Distinction_bias,Decoy_effect,Imaginability_bias,Gamblers_fallacy,Time_discounting,Status_quo_bias,Omission_bias,Regret_avoidance,Sunk_cost_fallacy,Base_rate_fallacy,Fundamental_attribution_error,Confirmation_bias,Authority_bias,False_consensus_effect,Dunning_Kruger_effect,Hueristic,Attitude,Norm,Control,Intention,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,Intention_Type,intent,intent valence,Verbatim Index,belief,start,end,belief type,belief cluster
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.230127269,442,"diabetes as well as other chronic illnesses, so yes I will be getting a booster in November",30,121,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.230127269,442,yes,78,81,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.230127269,442,", so yes I will be getting",73,99,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.445737862,443,"have COPD and diabetes as well as other chronic illnesses, so",16,77,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.887336861,444,have helped massively but,172,197,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.887336861,444,". I have asthma, type 2 diabetes and severe mental health issues and this payment would have helped",84,183,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.887336861,444,2 diabetes and severe mental health issues and this payment would have helped,106,183,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.625032033,445,can no longer work. Ive been self employed so have been denied ssi. Struggling bad. Anything would help,144,247,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.625032033,445,March,37,42,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.501852245,446,asthma and chronic bronchitis. I've had head colds that were worse than The cough,92,173,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.501852245,446,I have COPD..history of stroke..asthma and chronic bronchitis. I've had head colds that were worse than The cough cough,60,179,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.662091105,447,since Feb 2020Ã¢â‚¬Â_Ã°Å¸ËœÂ·Ã¢â„¢,258,281,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.662091105,447,etc. Isolating since Feb 2020Ã¢â‚¬,243,274,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.662091105,447,"I have lung disease, RA, narcolepsy, diabetes, neuro vascular issues, RBC issues, kidney issues, etc. Isolating since Feb 2020Ã¢â‚¬Â_Ã°Å¸ËœÂ·Ã¢â„¢Â¥Ã¯Â¸ÂèÃ°Å¸â€“â€“",146,289,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.662091105,447,"to PEG in the mRNA vax but had a reaction to that as well & canÃ¢â‚¬â„¢t get a booster. I have lung disease, RA, narcolepsy, diabetes, neuro vascular issues, RBC issues, kidney issues, etc. Isolating since Feb 2020Ã¢â‚¬Â_",63,275,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.662091105,447,"get a booster. I have lung disease, RA, narcolepsy, diabetes, neuro vascular issues, RBC issues, kidney issues, etc. Isolating",131,257,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.828163612,448,odd to me that lung impairments arenÃ¢â‚¬â„¢t qualifying. I hope the wait is not prolonged,112,197,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.828163612,448,"IÃ¢â‚¬â„¢ll age qualify, though. It is",78,111,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.828163612,448,me that lung impairments arenÃ¢â‚¬â„¢t,119,152,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.842466397,449,Given that,87,97,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.842466397,449,.,85,86,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.389362386,450,later in my,88,99,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.389362386,450,"use a nebulizer as a child, then later in my childhood was given",55,119,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.389362386,450,and had to use a,44,60,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.389362386,450,scanner up like a,152,169,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.107224178,451,â„¢t hurt & could help.,300,321,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.205845666,452,,,,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.371547744,453,who are in the same boat with time running out.,155,202,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.371547744,453,and diabetes. (Not related to each other,54,94,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.371547744,453,people liked me who are in the same boat with time running out.,139,202,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.371547744,453,one seems to care about the 14 million people liked me,100,154,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.371547744,453,other.) No one seems to care about the 14 million people liked me who are in the same boat,89,179,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.859927842,454,hope I can get an appointment this,55,89,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.859927842,454,appointment this week.,73,95,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.859927842,454,week.,90,95,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.859927842,454,week.,90,95,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.715023816,455,to have brain cells use them and,271,303,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.715023816,455,"made to manipulate idiots, surely you're",205,245,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.715023816,455,You seem to have brain cells use them,262,299,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.894425856,456,to get the booster shot. Hope itÃ¢â‚¬â„¢ll become available,219,273,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.894425856,456,have Type 2 Diabetes and Asthma so I know IÃ¢â‚¬â„¢m,106,153,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.894425856,456,my flu shot yesterday and scheduled my booster shot appointment this coming Wednesday. I have Type 2 Diabetes and Asthma so I know IÃ¢â‚¬â„¢m at a higher risk. Thankful IÃ¢â‚¬â„¢m fully vaccinated and IÃ¢â‚¬â„¢m able to get the booster shot. Hope itÃ¢â‚¬â„¢,17,254,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.894425856,456,to get the booster shot. Hope itÃ¢â‚¬â„¢ll,219,256,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.894425856,456,m at a higher risk. Thankful,152,180,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.395410295,457,,,,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.644097761,458,some places consider teachers important for the booster & other places donÃ¢â‚¬â„¢t. This is the first time IÃ¢â‚¬â„¢ve even been remotely grateful that I have diabetes & asthma so I can qualify that way,33,226,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.644097761,458,),241,242,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.644097761,458,have diabetes & asthma,178,200,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.644097761,458,first time IÃ¢â‚¬â„¢ve even been remotely grateful that I,125,177,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.644097761,458,some places consider teachers important for the booster & other places donÃ¢â‚¬â„¢t. This is the first time IÃ¢â‚¬â„¢ve even been remotely,33,161,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.660906915,459,"exposed. How does JA know who sat next to him, stood next to him in hallway or to wait for class, during the fire-drill, etcÃ¢â‚¬Â_(we also drive him",135,280,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.660906915,459,"to wait for class, during the fire-drill, etcÃ¢â‚¬Â_(we also drive him to and from JA",214,295,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.660906915,459,also drive him,266,280,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.415583296,460,ExactlyÃ¢â‚¬Â_..I had itÃ¢â‚¬Â_.unvaxed Ã¢â‚¬Â_.got diabetesÃ¢â‚¬Â_asthmaÃ¢â‚¬Â_.People tell me I was lucky. How am,49,144,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.415583296,460,I did what 99% of what everyone else does. SurvivedÃ¢â‚¬Â_There is only,156,223,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.796211636,461,,,,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.56074211,462,pregnancy. IÃ¢â‚¬,199,213,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.56074211,462,"prison is non-existent. I have fibromyalgia, lupus, hypertension, and asthma, and when I was inside, the Ã¢â‚¬ËœtreatmentÃ¢â‚¬â„¢ they gave me made everything way worse. IÃ¢â‚¬â„¢m a high-risk pregnancy. IÃ¢â‚¬â„¢m",20,215,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.56074211,462,"everything way worse. IÃ¢â‚¬â„¢m a high-risk pregnancy. IÃ¢â‚¬â„¢m terrified, for myself and for my baby.Ã¢â‚¬Âù Ã°Å¸Ëœâ€ù",159,262,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.56074211,462,m a high-risk pregnancy. IÃ¢â‚¬â„¢m terrified,185,225,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.666395429,463,"but 1 works w/the public. I have COPD, diabetes over 60 & a few",53,116,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.516494378,464,"and heart disease, both make breathing hard. When my company had a mask mandate, a HR rep came up",29,126,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.516494378,464,still,228,233,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.913819954,465,pretending these things donÃ¢â‚¬â„¢,227,257,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.913819954,465,.,282,283,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.76535259,466,three as I have hypertension and,43,75,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.76535259,466,advice. I have all three as I have hypertension,24,71,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.346606134,467,"unimaginable and perhaps disposable anyway. I know kids with asthma and diabetes,",105,186,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.346606134,467,"moms with cancer and MS, a beloved friend with a heart condition.",193,258,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.346606134,467,"MS, a beloved friend with a",214,241,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.948845048,468,,,,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.532637372,469,pain. Ã°Å¸Â_Â_,54,64,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.957905239,470,CuraÃƒÂ§ao. I am staying at a resort and not too worried about that. IÃ¢â‚¬â„¢m worried about the,43,133,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.653673549,471,"in February 2021. So far no problems and zero side effects at this time. I am a septuagenarian with asthma,",41,148,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.653673549,471,problems and,69,81,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.97480775,472,(or should,155,165,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.97480775,472,n't) choose who they will and will,165,199,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.97480775,472,can't (or shouldn't) choose who they will and,149,194,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.97480775,472,"to live and survive through a global pandemic, but",72,122,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.177168374,473,not to visit. Idk anymore,271,296,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.177168374,473,diabetes and,205,217,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.177168374,473,has congestive heart failure. I asked her not to visit.,229,284,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.177168374,473,in the face which shocked her. I did not find her joke funny. She knows I have lung disease and diabetes and my husband has congestive heart failure. I asked,109,266,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.177168374,473,Idk anymore,285,296,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.093106629,474,CoPD/asthma,100,111,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.093106629,474,Â_Ã¢â‚¬ÂçÃ¢â„¢â€_Ã¯Â¸Âè,197,207,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.093106629,474,Ã¢â‚¬ÂçÃ¢â„¢,198,203,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.048919724,475,dying,236,241,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.048919724,475,". I have diabetes & asthma, but am also",46,85,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.048919724,475,getting it worse & possibly dying. The vax is just a precaution like,208,276,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.048919724,475,don't get it bc they,174,194,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.024862693,476,soup,206,210,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.024862693,476,@africadietitian hello i have been diagnosed,0,44,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.024862693,476,couple of days ago i already struggle with asthma and,61,114,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.019893945,477,"asthma, etc so I'm deadly afraid of catching this virus and it's replicas I'm",64,141,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.019893945,477,replicas I'm battling RSV right,129,160,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.019893945,477,catching this virus and it's replicas I'm battling RSV right,100,160,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.349853404,478,cancer and I still will NOT get the shot. I,98,141,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.349853404,478,could,142,147,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.349853404,478,"Diabetes, Post chemo 7 yrs ago for stage 3C",35,78,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.349853404,478,blood clot anything,182,201,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.876930343,479,"health issues, asthma, diabetes, Ankylosing Spondylitis, heart",39,101,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.876930343,479,"not my number, my",131,148,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.876930343,479,"issues - that number 99.6 is not my number, my number is",102,158,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.696750732,480,one of those people to pass it on!,154,188,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.095173696,481,", and over 50. I wore a mask day one and people laugh at me",90,149,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.095173696,481,"one and people laugh at me. Some of them got the virus. I can only control what I do. I canÃ¢â‚¬â„¢t control others, but I do not have",123,252,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.095173696,481,"I do. I canÃ¢â‚¬â„¢t control others, but I do not have to let those that donÃ¢â‚¬",203,276,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.22895523,482,canÃ¢â‚¬â„¢t,23,30,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.22895523,482,asthma into you.,51,67,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.22895523,482,into,58,62,norm,norm0
